country,winery,variety,points,price,description
Portugal,Adega Cooperativa de Borba,Portuguese Red,86,7,"This broad, fruity wine brings out ripe berry flavors in spades. It has generous fruit, soft tannins and a smooth, open texture. Drink now."
US,MacPhail,Pinot Noir,91,59,"Let this burly, big-boned beauty open to fully enjoy its robust oak and fistfuls of black cherry, the oak showing in terms of toasty, slightly reductive aromas. A smooth texture keeps the wine flowing along a concentrated highway of power and ripeness."
US,Foursight,Pinot Noir,91,49,"This small-quantity selection from within the Charles Vineyard was fermented by native yeast, and neither fined nor filtered. It is quite aromatic, full bodied and moderately fruity, and has a nice rounded mouthfeel, generous red-cherry and spice flavors and good structure from acidity and mild tannins. Tart cherry lingers on the finish."
US,Goat Bubbles,Sparkling Blend,91,42,"A deeper salmon color with elegantly lacy bubbles and a slight cloudy appearance, this sparkler by Norm Yost offers dessicated watermelon, dried orange blossoms, yeast, citrus rinds and fresher strawberry notes on the nose. Tart raspberry and yeasty melon show on the palate, which offers a salty component as well as a surprising but nice amount of grip."
US,Grgich Hills,Chardonnay,91,93,"This wine takes time to unravel and reveal itself, rewarding the patient with a wealth of high-toned citrus and elegantly wound, medium-bodied honeyed pear and caramel. Lengthy and complex, it's one to consider aging and allowing to further mellow over time. Drink now through 2021."
US,Navarro,Pinot Noir,91,32,"This wine is tasty, tangy and nervy, bringing a very refreshing and appetizing mouthfeel, and wonderful fresh acidity. All of that tang shows good fruitiness too, as the red-cherry and cranberry flavors are vivid and concentrated. It's a versatile wine to drink now or buy by the case to save some bottles for more aging."
US,Navarro,Pinot Noir,91,20,"This medium-bodied wine has a compelling blend of restraint and power. It offers modest, fruity aromas at first, then nice tart fruit flavors that start off lean and soon expand exponentially in the mouth before tapering off elegantly on the finish. With little oak flavor in the way, it gives pure Pinot sophistication."
US,Renwood,Zinfandel,90,100,"Renwood's tiny two-barrel production of its most expensive Zinfandel has aromas like vanilla and coconut and flavors as rich as milk chocolate and strawberry jam. This full-bodied wine is practically a liquid dessert, though it's not overly sweet. It's full-bodied, smooth and broad in texture."
US,Trinchero,Cabernet Sauvignon,90,50,"This is a thick, chocolatey wine with a side of leather and black pepper that appeals on multiple levels. Full-bodied concentration gives way to a smooth, rounded palate robust in blackberry and vanilla."
Spain,Pagos del Rey,Tempranillo,90,22,"Aromas of strawberry, currant and spice are good in a subtle, non-pushy way. Fresh and grabby on the palate, this tastes of red fruits, baking spices and cocoa. Drying tannins along with cassis and chocolate flavors push a healthy finish. Drink through 2020."
Italy,Biondi,White Blend,90,45,"Scents of Spanish broom, pineapple, orchard fruit and a saline note meld together in the glass. The focused palate offers mature apple, peach, botanical herb and mineral alongside firm acidity."
Italy,Cantine di Marzo,Greco,90,18,"Juicy and delicious, this has aromas of ripe orchard fruit and fragrant Spanish broom. The succulent palate doles out crisp Granny Smith apple, Anjou pear, nectarine and mineral alongside bright acidity."
US,Alexander-Smith,Chardonnay,90,45,"Fairly light in the glass, this bottling shows chalk, slate and wet-sand minerality on the nose, alongside Asian pear flesh, kiwi and honeydew fruit notes. The texture is quite pithy once sipped, showing grapefruit and apple skins, and then it warms toward yellow pears and a sea salt warmth."
US,Andis,Barbera,90,26,"Meaty, smoky aromas and good, high-amplitude fruit flavors give a robust personality to this full-bodied, dry and firmly tannic wine. It will make a good pairing with pasta, roasted birds or grilled meat."
US,Benziger,Chardonnay,90,16,"This is a delightfully crisp, elegant and lip-smacking wine, that's subtle and easy to love. Lemon peel, apple skin and pear play together well, never becoming distracting, but instead integrating well with one another and the light hint of oak. Food friendly, it's also a great deal."
US,Beaucanon,Cabernet Sauvignon,90,30,"While Cabernet Sauvignon dominant, all five red Bordeaux varieties are represented here. Dark in color, a combination of black pepper and black-fruit syrup meets earthy and dry tannins. This structured wine needs time. Cellar through 2020."
US,Brecon Estate,Grenache,90,42,"Quite dark in color, brooding aromas of olallieberry, blackberry, grape soda, plums and concentrated purple flowers appease the nose on this bottling from one of Paso's newly designated appellations. The palate blends licorice, turned earth and eucalyptus with a fresh pomegranate juice flavor."
US,Peachy Canyon,Zinfandel,90,38,"A nose of sour cherry and cranberry meshes with sandalwood and savory herbs on this single-site study by the longtime Paso producer. The palate is overflowing with oregano and other dried garden herbs, laid against a juicy red and purple-fruit frame."
US,Three,Rhne-style Red Blend,90,48,"Heavy fruit concentration meets thick, velvety tannins in this full-bodied, deeply colored and extremely flavorful wine. It's big enough to pair with big proteins, and concentrated enough to keep improving in the cellar. Best after 2019."
Spain,Valdelacierva,Tempranillo,90,17,"Cherry, plum, vanilla and mild oak aromas feed into a medium-bodied, elegant palate with plum and cherry flavors supported by a touch of toasty oak and vanilla. Notes of caf mocha and toast grace a crisp finish that isn't trying too hard."
France,Chteau de Lancyre,Ros,90,18,"Attractive fruity tones of red currant, raspberry and strawberry hull dance in the bouquet of this pretty ros, graced by garrigue accents of lavender and rosemary. Flavors of red berry skin and peach pit unfold on the medium-weight palate, framed by soft tannins and a delicate spice note that lingers on the close."
France,Chteau Suau,Ros,90,15,"Lightly structured, this is a balanced, ripe wine. It has profited from the good vintage to offer strawberry, raspberry and citrus flavors that are well balanced and textured. Drink this attractive wine now."
US,Clif Family,Sauvignon Blanc,90,28,"A sublime twist of citrus lies at the heart of this light yet complex white, which is refreshing and layered with a subtle bite of underlying oak. From a dry-farmed vineyard maintained by the same family for 30 years, this whole-cluster pressed wine was given time in a majority of stainless steel and neutral French oak. It shines in moderate acidity and tropical flair."
US,Santa Cruz Mountain Vineyard,Grenache,90,25,"There is tons of lively action packed into the nose of this wine, from rosebuds and zesty cherry cola to cinnamon spice and rainbow peppercorns. The texture is relatively light on the sip, and yet grippy tannins and a bursting acidity swim across the palate, showing vibrant iron and red-fruit flavors."
US,Schmidt,Chardonnay,90,26,"Estate grown and aged in Stainless steel, this racy and pungent wine is packed with rich, juicy fruit flavors. Apple, lemon-lime and tangerine are in the mix, showing that Chardonnay does not always need oak flavors to have real power."
US,Stephen Ross,Albario,90,24,"Clean, sharp and zesty fruit blossom aromas meet with ripe pomelo and green apple scents on the nose of this wine by Steve Dooley. A fresh, tingling acidity shows on the sip, which is a tad sour with stone fruit skins but bountiful in a slate-driven minerality and grippy texture. Cool climate Albario has much promise in the state."
US,Goldeneye,Pinot Noir,90,55,"Red-cherry and strawberry aromas meld with rich fruit and warm baking-spice flavors to make this full-bodied wine hard to resist. The style is in the ripe, pastry shop mode, and soft tannins and acidity complete the picture."
US,Grgich Hills,Zinfandel,90,36,"This is an exuberantly fruity, spicy and robust wine, speckled with 2% Petite Sirah. Dark and full of red berry flavor, the palate is dusted in brown sugar and black pepper. Ripe and concentrated, it drinks smooth and elegant despite its serious power."
Spain,Mar de Vias,Albario,90,17,"Aromas of white flowers, stone fruits and lees are typical of well-made Albario. A juicy, elegant palate with a mix of citrus and stone-fruit flavors is lasting, with a hint of pithy character coming up on the finish."
US,Kessler-Haak,Syrah,90,40,"Quite vibrant and floral on the nose, this shows deep blackberry and both dried and fresh purple-flower elements as well as a baked berry pastry. The flavors are well integrated on the palate, where cooked blackberries in a vanilla pie crust combine with juicy strawberry, peppercorns and rosemary spice."
US,Larner,Malvasia Bianca,90,28,"This most intriguing white grape, which the Larners grow as an ode to their Italian past, shows a sweet nose with a bone dry palate. Sugary citrus scents of orange blossoms and peach syrup give way to a brisk palate full of honeysuckle, night jasmine and a nearly pine needle bitterness that cuts dynamically through it all."
US,Bomb,Pinot Noir,89,50,"Reflecting the vintage, this Pinot is light and lithe in style. It shows tart cherry fruit and suggestions of chocolate, with bright acidity and a thin finish."
Greece,Hatzimichalis,White Blend,89,24,"This wine is a conversation starter, with its nose of mandarin orange, lemon peel and vanilla. On the palate, white flowers, citrus and lush tropical fruits mingle well. Pair with salmon and poultry."
Spain,Bohigas,Sparkling Blend,89,17,"Dusty, leesy aromas of apple and vanilla are sturdy. This brut Cava is fresh and modestly elegant on the palate, with lime, apple and tarragon flavors. A dry, confident finish offers apple and citrus flavors and a sense of ease."
